id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position
1090276,ENSG00000107105,1978,ELAVL2,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)",1993,9,n/a,n/a
1103907,ENSG00000196361,1980,ELAVL3,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)",1995,19,n/a,n/a
1097666,ENSG00000162374,1981,ELAVL4,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)",1996,1,n/a,n/a
1094036,ENSG00000135638,2001,EMX1,empty spiracles homeobox 1,2016,2,n/a,n/a
1099767,ENSG00000170370,2003,EMX2,empty spiracles homeobox 2,2018,10,n/a,n/a
1097857,ENSG00000163064,2004,EN1,engrailed homeobox 1,2019,2,n/a,n/a
1098392,ENSG00000164778,2005,EN2,engrailed homeobox 2,2020,7,n/a,n/a
1100077,ENSG00000171617,8441,ENC1,ectodermal-neural cortex 1 (with BTB-like domain),8507,5,n/a,n/a
1097980,ENSG00000163508,8262,EOMES,eomesodermin,8320,3,n/a,n/a
1091415,ENSG00000116016,2019,EPAS1,endothelial PAS domain protein 1,2034,2,n/a,n/a
1097220,ENSG00000158856,2024,EPB49,erythrocyte membrane protein band 4.9 (dematin),2039,8,n/a,n/a
1095822,ENSG00000146904,2026,EPHA1,EPH receptor A1,2041,7,n/a,n/a
1102309,ENSG00000183317,94366,EPHA10,EPH receptor A10,284656,1,n/a,n/a
1095191,ENSG00000142627,1956,EPHA2,EPH receptor A2,1969,1,n/a,n/a
1087476,ENSG00000044524,2027,EPHA3,EPH receptor A3,2042,3,n/a,n/a
1091426,ENSG00000116106,2028,EPHA4,EPH receptor A4,2043,2,n/a,n/a
1095600,ENSG00000145242,2029,EPHA5,EPH receptor A5,2044,4,n/a,n/a
1088364,ENSG00000080224,94508,EPHA6,EPH receptor A6,285220,3,n/a,n/a
1093963,ENSG00000135333,2030,EPHA7,EPH receptor A7,2045,6,n/a,n/a
1088011,ENSG00000070886,2031,EPHA8,EPH receptor A8,2046,1,n/a,n/a
1096763,ENSG00000154928,2032,EPHB1,EPH receptor B1,2047,3,n/a,n/a
1093645,ENSG00000133216,2033,EPHB2,EPH receptor B2,2048,1,n/a,n/a
1102136,ENSG00000182580,2034,EPHB3,EPH receptor B3,2049,3,n/a,n/a
1103934,ENSG00000196411,2035,EPHB4,EPH receptor B4,2050,7,n/a,n/a
1090151,ENSG00000106123,2036,EPHB6,EPH receptor B6,2051,7,n/a,n/a
1095095,ENSG00000141736,2049,ERBB2,"v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)",2064,17,n/a,n/a
1087798,ENSG00000065361,2050,ERBB3,v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian),2065,12,n/a,n/a
1101427,ENSG00000178568,2051,ERBB4,v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian),2066,2,n/a,n/a
1097059,ENSG00000157554,2063,ERG,v-ets erythroblastosis virus E26 oncogene homolog (avian),2078,21,n/a,n/a
1092312,ENSG00000123576,56486,ESX1,ESX homeobox 1,80712,X,n/a,n/a
1090137,ENSG00000106038,2113,EVX1,even-skipped homeobox 1,2128,7,n/a,n/a
1100634,ENSG00000174279,110108,EVX2,even-skipped homeobox 2,344191,2,n/a,n/a
1104710,ENSG00000198734,2138,F5,"coagulation factor V (proaccelerin, labile factor)",2153,1,n/a,n/a
1102724,ENSG00000185010,2142,F8,"coagulation factor VIII, procoagulant component",2157,X,n/a,n/a
1087323,ENSG00000026103,352,FAS,"Fas (TNF receptor superfamily, member 6)",355,10,n/a,n/a
1088489,ENSG00000083857,2180,FAT1,FAT tumor suppressor homolog 1 (Drosophila),2195,4,n/a,n/a
1088574,ENSG00000086570,2181,FAT2,FAT tumor suppressor homolog 2 (Drosophila),2196,5,n/a,n/a
1098526,ENSG00000165323,78776,FAT3,FAT tumor suppressor homolog 3 (Drosophila),120114,11,n/a,n/a
1103836,ENSG00000196159,55436,FAT4,FAT tumor suppressor homolog 4 (Drosophila),79633,4,n/a,n/a
1088276,ENSG00000077942,2177,FBLN1,fibulin 1,2192,22,n/a,n/a
1097989,ENSG00000163520,2184,FBLN2,fibulin 2,2199,3,n/a,n/a
1094843,ENSG00000140092,10369,FBLN5,fibulin 5,10516,14,n/a,n/a
1095458,ENSG00000144152,79389,FBLN7,fibulin 7,129804,2,n/a,n/a
1093181,ENSG00000130475,22904,FCHO1,FCH domain only 1,23149,19,n/a,n/a
1097005,ENSG00000157107,77683,FCHO2,FCH domain only 2,115548,5,n/a,n/a
1088524,ENSG00000085265,2204,FCN1,ficolin (collagen/fibrinogen domain containing) 1,2219,9,n/a,n/a
1097424,ENSG00000160339,2205,FCN2,ficolin (collagen/fibrinogen domain containing lectin) 2 (hucolin),2220,9,n/a,n/a
1095209,ENSG00000142748,8481,FCN3,ficolin (collagen/fibrinogen domain containing) 3 (Hakata antigen),8547,1,n/a,n/a
1096330,ENSG00000151422,2226,FER,fer (fps/fes related) tyrosine kinase,2241,5,n/a,n/a
1102118,ENSG00000182511,2227,FES,feline sarcoma oncogene,2242,15,n/a,n/a
1097976,ENSG00000163497,34027,FEV,FEV (ETS oncogene family),54738,2,n/a,n/a
1100062,ENSG00000171560,2228,FGA,fibrinogen alpha chain,2243,4,n/a,n/a
1100064,ENSG00000171564,2229,FGB,fibrinogen beta chain,2244,4,n/a,n/a
1091097,ENSG00000113578,2231,FGF1,fibroblast growth factor 1 (acidic),2246,5,n/a,n/a
1087977,ENSG00000070193,2240,FGF10,fibroblast growth factor 10,2255,5,n/a,n/a
1097612,ENSG00000161958,2241,FGF11,fibroblast growth factor 11,2256,17,n/a,n/a
1091167,ENSG00000114279,2242,FGF12,fibroblast growth factor 12,2257,3,n/a,n/a
1093083,ENSG00000129682,2243,FGF13,fibroblast growth factor 13,2258,X,n/a,n/a
1089560,ENSG00000102466,2244,FGF14,fibroblast growth factor 14,2259,13,n/a,n/a
1103957,ENSG00000196468,8746,FGF16,fibroblast growth factor 16,8823,X,n/a,n/a
1097215,ENSG00000158815,8745,FGF17,fibroblast growth factor 17,8822,8,n/a,n/a
1096926,ENSG00000156427,8740,FGF18,fibroblast growth factor 18,8817,5,n/a,n/a
1097660,ENSG00000162344,9821,FGF19,fibroblast growth factor 19,9965,11,n/a,n/a
1094633,ENSG00000138685,2232,FGF2,fibroblast growth factor 2 (basic),2247,4,n/a,n/a
1088304,ENSG00000078579,26029,FGF20,fibroblast growth factor 20,26281,8,n/a,n/a
1090020,ENSG00000105550,26039,FGF21,fibroblast growth factor 21,26291,19,n/a,n/a
1087983,ENSG00000070388,26751,FGF22,fibroblast growth factor 22,27006,19,n/a,n/a
1091763,ENSG00000118972,8023,FGF23,fibroblast growth factor 23,8074,12,n/a,n/a
1103194,ENSG00000186895,2233,FGF3,fibroblast growth factor 3,2248,11,n/a,n/a
1088178,ENSG00000075388,2234,FGF4,fibroblast growth factor 4,2249,11,n/a,n/a
1094630,ENSG00000138675,2235,FGF5,fibroblast growth factor 5,2250,4,n/a,n/a
1090759,ENSG00000111241,2236,FGF6,fibroblast growth factor 6,2251,12,n/a,n/a
1094862,ENSG00000140285,2237,FGF7,fibroblast growth factor 7,2252,15,n/a,n/a
1090347,ENSG00000107831,2238,FGF8,fibroblast growth factor 8 (androgen-induced),2253,10,n/a,n/a
1089574,ENSG00000102678,2239,FGF9,fibroblast growth factor 9 (glia-activating factor),2254,13,n/a,n/a
1088272,ENSG00000077782,2245,FGFR1,fibroblast growth factor receptor 1,2260,8,n/a,n/a
1087850,ENSG00000066468,2248,FGFR2,fibroblast growth factor receptor 2,2263,10,n/a,n/a
1087903,ENSG00000068078,2246,FGFR3,fibroblast growth factor receptor 3,2261,4,n/a,n/a
1097491,ENSG00000160867,2249,FGFR4,fibroblast growth factor receptor 4,2264,5,n/a,n/a
1100061,ENSG00000171557,2251,FGG,fibrinogen gamma chain,2266,4,n/a,n/a
1089843,ENSG00000104760,2252,FGL1,fibrinogen-like 1,2267,8,n/a,n/a
1092876,ENSG00000127951,10717,FGL2,fibrinogen-like 2,10875,7,n/a,n/a
1086869,ENSG00000000938,2253,FGR,Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog,2268,1,n/a,n/a
1087282,ENSG00000022267,2258,FHL1,four and a half LIM domains 1,2273,X,n/a,n/a
1093232,ENSG00000130720,59119,FIBCD1,fibrinogen C domain containing 1,84929,9,n/a,n/a
1102063,ENSG00000182263,34426,FIGN,fidgetin,55137,2,n/a,n/a
1093497,ENSG00000132436,40615,FIGNL1,fidgetin-like 1,63979,7,n/a,n/a
1104106,ENSG00000196924,2300,FLNA,"filamin A, alpha",2316,X,n/a,n/a
1094122,ENSG00000136068,2301,FLNB,"filamin B, beta",2317,3,n/a,n/a
1092949,ENSG00000128591,2302,FLNC,"filamin C, gamma",2318,7,n/a,n/a
1089581,ENSG00000102755,2305,FLT1,fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor),2321,13,n/a,n/a
1092129,ENSG00000122025,2306,FLT3,fms-related tyrosine kinase 3,2322,13,n/a,n/a
1087408,ENSG00000037280,2308,FLT4,fms-related tyrosine kinase 4,2324,5,n/a,n/a
1091320,ENSG00000115414,2319,FN1,fibronectin 1,2335,2,n/a,n/a
1095243,ENSG00000143107,81598,FNDC7,fibronectin type III domain containing 7,163479,1,n/a,n/a
1093062,ENSG00000129514,3149,FOXA1,forkhead box A1,3169,14,n/a,n/a
1092619,ENSG00000125798,3150,FOXA2,forkhead box A2,3170,20,n/a,n/a
1099827,ENSG00000170608,3151,FOXA3,forkhead box A3,3171,19,n/a,n/a
1100154,ENSG00000171956,26768,FOXB1,forkhead box B1,27023,15,n/a,n/a
1105214,ENSG00000204612,135369,FOXB2,forkhead box B2,442425,9,n/a,n/a
1087601,ENSG00000054598,2280,FOXC1,forkhead box C1,2296,6,n/a,n/a
1101079,ENSG00000176692,2287,FOXC2,"forkhead box C2 (MFH-1, mesenchyme forkhead 1)",2303,16,n/a,n/a
1103122,ENSG00000186564,2290,FOXD2,forkhead box D2,2306,1,n/a,n/a
1103255,ENSG00000187140,26767,FOXD3,forkhead box D3,27022,1,n/a,n/a
1099710,ENSG00000170122,2282,FOXD4,forkhead box D4,2298,9,n/a,n/a
1102603,ENSG00000184492,83561,FOXD4L1,forkhead box D4-like 1,200350,2,n/a,n/a
1103325,ENSG00000187559,94862,FOXD4L3,forkhead box D4-like 3,286380,9,n/a,n/a
1102638,ENSG00000184659,110432,FOXD4L4,forkhead box D4-like 4,349334,9,n/a,n/a
1105273,ENSG00000204779,167447,FOXD4L5,forkhead box D4-like 5,653427,9,n/a,n/a
1105276,ENSG00000204793,166978,FOXD4L6,forkhead box D4-like 6,653404,9,n/a,n/a
1101482,ENSG00000178919,2288,FOXE1,forkhead box E1 (thyroid transcription factor 2),2304,9,n/a,n/a
1103164,ENSG00000186790,2285,FOXE3,forkhead box E3,2301,1,n/a,n/a
1089668,ENSG00000103241,2278,FOXF1,forkhead box F1,2294,16,n/a,n/a
1094362,ENSG00000137273,2279,FOXF2,forkhead box F2,2295,6,n/a,n/a
1100983,ENSG00000176165,2274,FOXG1,forkhead box G1,2290,14,n/a,n/a
1097513,ENSG00000160973,8849,FOXH1,forkhead box H1,8928,8,n/a,n/a
1099281,ENSG00000168269,2283,FOXI1,forkhead box I1,2299,5,n/a,n/a
1103160,ENSG00000186766,124938,FOXI2,forkhead box I2,399823,10,n/a,n/a
1093077,ENSG00000129654,2286,FOXJ1,forkhead box J1,2302,17,n/a,n/a
1087826,ENSG00000065970,35099,FOXJ2,forkhead box J2,55810,12,n/a,n/a
1104751,ENSG00000198815,22643,FOXJ3,forkhead box J3,22887,1,n/a,n/a
1095071,ENSG00000141568,3582,FOXK2,forkhead box K2,3607,17,n/a,n/a
1101076,ENSG00000176678,2284,FOXL1,forkhead box L1,2300,16,n/a,n/a
1102435,ENSG00000183770,664,FOXL2,forkhead box L2,668,3,n/a,n/a
1090752,ENSG00000111206,2289,FOXM1,forkhead box M1,2305,12,n/a,n/a
1090528,ENSG00000109101,8395,FOXN1,forkhead box N1,8456,17,n/a,n/a
1099865,ENSG00000170802,3324,FOXN2,forkhead box N2,3344,2,n/a,n/a
1087578,ENSG00000053254,1104,FOXN3,forkhead box N3,1112,14,n/a,n/a
1094751,ENSG00000139445,78856,FOXN4,forkhead box N4,121643,12,n/a,n/a
1096270,ENSG00000150907,2292,FOXO1,forkhead box O1,2308,13,n/a,n/a
1091738,ENSG00000118689,2293,FOXO3,forkhead box O3,2309,6,n/a,n/a
1102600,ENSG00000184481,4278,FOXO4,forkhead box O4,4303,X,n/a,n/a
1091236,ENSG00000114861,26831,FOXP1,forkhead box P1,27086,3,n/a,n/a
1092944,ENSG00000128573,60634,FOXP2,forkhead box P2,93986,7,n/a,n/a
1087540,ENSG00000049768,30426,FOXP3,forkhead box P3,50943,X,n/a,n/a
1094337,ENSG00000137166,77735,FOXP4,forkhead box P4,116113,6,n/a,n/a
1098293,ENSG00000164379,60868,FOXQ1,forkhead box Q1,94234,6,n/a,n/a
1101015,ENSG00000176302,93861,FOXR1,forkhead box R1,283150,11,n/a,n/a
1101622,ENSG00000179772,2291,FOXS1,forkhead box S1,2307,20,n/a,n/a
1090857,ENSG00000111816,2428,FRK,fyn-related kinase,2444,6,n/a,n/a
1087137,ENSG00000010810,2518,FYN,"FYN oncogene related to SRC, FGR, YES",2534,6,n/a,n/a
1093448,ENSG00000132139,89688,GAS2L2,growth arrest-specific 2 like 2,246176,17,n/a,n/a
1094739,ENSG00000139354,93952,GAS2L3,growth arrest-specific 2 like 3,283431,12,n/a,n/a
1102253,ENSG00000183087,2605,GAS6,growth arrest-specific 6,2621,13,n/a,n/a
1098422,ENSG00000164900,2620,GBX1,gastrulation brain homeobox 1,2636,7,n/a,n/a
1099342,ENSG00000168505,2621,GBX2,gastrulation brain homeobox 2,2637,2,n/a,n/a
1094361,ENSG00000137270,8455,GCM1,glial cells missing homolog 1 (Drosophila),8521,6,n/a,n/a
1092504,ENSG00000124827,9121,GCM2,glial cells missing homolog 2 (Drosophila),9247,6,n/a,n/a
1099368,ENSG00000168621,2652,GDNF,glial cell derived neurotrophic factor,2668,5,n/a,n/a
1091022,ENSG00000112964,2674,GHR,growth hormone receptor,2690,5,n/a,n/a
1103085,ENSG00000186417,109971,GLDN,gliomedin,342035,15,n/a,n/a
1090742,ENSG00000111087,2718,GLI1,GLI family zinc finger 1,2735,12,n/a,n/a
1088124,ENSG00000074047,2719,GLI2,GLI family zinc finger 2,2736,2,n/a,n/a
1090217,ENSG00000106571,2720,GLI3,GLI family zinc finger 3,2737,7,n/a,n/a
1100642,ENSG00000174332,80753,GLIS1,GLIS family zinc finger 1,148979,1,n/a,n/a
1092743,ENSG00000126603,58860,GLIS2,GLIS family zinc finger 2,84662,16,n/a,n/a
1090290,ENSG00000107249,81753,GLIS3,GLIS family zinc finger 3,169792,9,n/a,n/a
1095693,ENSG00000145888,2724,GLRA1,"glycine receptor, alpha 1",2741,5,n/a,n/a
1089482,ENSG00000101958,2725,GLRA2,"glycine receptor, alpha 2",2742,X,n/a,n/a
1095634,ENSG00000145451,7953,GLRA3,"glycine receptor, alpha 3",8001,4,n/a,n/a
1103663,ENSG00000188828,134603,GLRA4,"glycine receptor, alpha 4",441509,X,n/a,n/a
1090591,ENSG00000109738,2726,GLRB,"glycine receptor, beta",2743,4,n/a,n/a
1104150,ENSG00000197045,2747,GMFB,"glia maturation factor, beta",2764,14,n/a,n/a
1093244,ENSG00000130755,9394,GMFG,"glia maturation factor, gamma",9535,19,n/a,n/a
1101453,ENSG00000178732,2797,GP5,glycoprotein V (platelet),2814,3,n/a,n/a
1096241,ENSG00000150625,2806,GPM6A,glycoprotein M6A,2823,4,n/a,n/a
1087481,ENSG00000046653,2807,GPM6B,glycoprotein M6B,2824,X,n/a,n/a
1099855,ENSG00000170775,2844,GPR37,G protein-coupled receptor 37 (endothelin receptor type B-like),2861,7,n/a,n/a
1099701,ENSG00000170075,9152,GPR37L1,G protein-coupled receptor 37 like 1,9283,1,n/a,n/a
1096648,ENSG00000154016,10592,GRAP,GRB2-related adaptor protein,10750,17,n/a,n/a
1089159,ENSG00000100351,9266,GRAP2,GRB2-related adaptor protein 2,9402,22,n/a,n/a
1101313,ENSG00000177885,2868,GRB2,growth factor receptor-bound protein 2,2885,17,n/a,n/a
1092687,ENSG00000126010,2908,GRPR,gastrin-releasing peptide receptor,2925,X,n/a,n/a
1093718,ENSG00000133937,80423,GSC,goosecoid homeobox,145258,14,n/a,n/a
1087735,ENSG00000063515,2911,GSC2,goosecoid homeobox 2,2928,22,n/a,n/a
1090071,ENSG00000105723,2914,GSK3A,glycogen synthase kinase 3 alpha,2931,19,n/a,n/a
1088453,ENSG00000082701,2915,GSK3B,glycogen synthase kinase 3 beta,2932,3,n/a,n/a
1099643,ENSG00000169840,85510,GSX1,GS homeobox 1,219409,13,n/a,n/a
1101764,ENSG00000180613,82122,GSX2,GS homeobox 2,170825,4,n/a,n/a
1088529,ENSG00000085382,36804,HACE1,"HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1",57531,6,n/a,n/a
1100547,ENSG00000173805,8891,HAP1,huntingtin-associated protein 1,9001,17,n/a,n/a
1095653,ENSG00000145681,1395,HAPLN1,hyaluronan and proteoglycan link protein 1,1404,5,n/a,n/a
1093555,ENSG00000132702,37944,HAPLN2,hyaluronan and proteoglycan link protein 2,60484,1,n/a,n/a
1094906,ENSG00000140511,80477,HAPLN3,hyaluronan and proteoglycan link protein 3,145864,15,n/a,n/a
1103350,ENSG00000187664,126373,HAPLN4,hyaluronan and proteoglycan link protein 4,404037,19,n/a,n/a
1089386,ENSG00000101336,3038,HCK,hemopoietic cell kinase,3055,20,n/a,n/a
1088841,ENSG00000092148,25580,HECTD1,HECT domain containing 1,25831,14,n/a,n/a
1098528,ENSG00000165338,80302,HECTD2,HECT domain containing 2,143279,10,n/a,n/a
1092696,ENSG00000126107,55457,HECTD3,HECT domain containing 3,79654,1,n/a,n/a
1086890,ENSG00000002746,22827,HECW1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",23072,7,n/a,n/a
1094583,ENSG00000138411,36793,HECW2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",57520,2,n/a,n/a
1103400,ENSG00000187821,124363,HELT,helt bHLH transcription factor,391723,4,n/a,n/a
1088717,ENSG00000089472,9699,HEPH,hephaestin,9843,X,n/a,n/a
1101891,ENSG00000181333,109927,HEPHL1,hephaestin-like 1,341208,11,n/a,n/a
1092976,ENSG00000128731,8845,HERC2,hect domain and RLD 2,8924,15,n/a,n/a
1094618,ENSG00000138641,8837,HERC3,hect domain and RLD 3,8916,4,n/a,n/a
1096042,ENSG00000148634,25840,HERC4,hect domain and RLD 4,26091,10,n/a,n/a
1094620,ENSG00000138646,30673,HERC5,hect domain and RLD 5,51191,4,n/a,n/a
1094619,ENSG00000138642,34297,HERC6,hect domain and RLD 6,55008,4,n/a,n/a
1091169,ENSG00000114315,3260,HES1,"hairy and enhancer of split 1, (Drosophila)",3280,3,n/a,n/a
1087958,ENSG00000069812,33917,HES2,hairy and enhancer of split 2 (Drosophila),54626,1,n/a,n/a
1100525,ENSG00000173673,124076,HES3,hairy and enhancer of split 3 (Drosophila),390992,1,n/a,n/a
1103517,ENSG00000188290,37072,HES4,hairy and enhancer of split 4 (Drosophila),57801,1,n/a,n/a
1104438,ENSG00000197921,123048,HES5,hairy and enhancer of split 5 (Drosophila),388585,1,n/a,n/a
1095501,ENSG00000144485,34791,HES6,hairy and enhancer of split 6 (Drosophila),55502,2,n/a,n/a
1101530,ENSG00000179111,58865,HES7,hairy and enhancer of split 7 (Drosophila),84667,17,n/a,n/a
1098048,ENSG00000163666,8743,HESX1,HESX homeobox 1,8820,3,n/a,n/a
1098364,ENSG00000164683,23217,HEY1,hairy/enhancer-of-split related with YRPW motif 1,23462,8,n/a,n/a
1094019,ENSG00000135547,23248,HEY2,hairy/enhancer-of-split related with YRPW motif 2,23493,6,n/a,n/a
1098124,ENSG00000163909,26256,HEYL,hairy/enhancer-of-split related with YRPW motif-like,26508,1,n/a,n/a
1098222,ENSG00000164161,41000,HHIP,hedgehog interacting protein,64399,4,n/a,n/a
1102050,ENSG00000182218,58640,HHIPL1,HHIP-like 1,84439,14,n/a,n/a
1095345,ENSG00000143512,55605,HHIPL2,HHIP-like 2,79802,1,n/a,n/a
1089245,ENSG00000100644,3073,HIF1A,"hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)",3091,14,n/a,n/a
1092429,ENSG00000124440,40945,HIF3A,"hypoxia inducible factor 3, alpha subunit",64344,19,n/a,n/a
1094219,ENSG00000136630,3124,HLX,H2.0-like homeobox,3142,1,n/a,n/a
1101297,ENSG00000177733,10791,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0,10949,5,n/a,n/a
1094007,ENSG00000135486,3158,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1,3178,12,n/a,n/a
1094788,ENSG00000139675,80411,HNRNPA1L2,heterogeneous nuclear ribonucleoprotein A1-like 2,144983,13,n/a,n/a
1092187,ENSG00000122566,3161,HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1,3181,7,n/a,n/a
1099713,ENSG00000170144,85690,HNRNPA3,heterogeneous nuclear ribonucleoprotein A3,220988,2,n/a,n/a
1104280,ENSG00000197451,3162,HNRNPAB,heterogeneous nuclear ribonucleoprotein A/B,3182,5,n/a,n/a
1094626,ENSG00000138668,3164,HNRNPD,"heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)",3184,4,n/a,n/a
1092668,ENSG00000125944,10090,HNRNPR,heterogeneous nuclear ribonucleoprotein R,10236,1,n/a,n/a
1096519,ENSG00000152795,9843,HNRPDL,heterogeneous nuclear ribonucleoprotein D-like,9987,4,n/a,n/a
1090122,ENSG00000105991,3178,HOXA1,homeobox A1,3198,7,n/a,n/a
280054593,ENSG00000253293,3186,HOXA10,homeobox A10,3206,7,n/a,n/a
1086939,ENSG00000005073,3187,HOXA11,homeobox A11,3207,7,n/a,n/a
1090135,ENSG00000106031,3189,HOXA13,homeobox A13,3209,7,n/a,n/a
1090124,ENSG00000105996,3179,HOXA2,homeobox A2,3199,7,n/a,n/a
1090125,ENSG00000105997,3180,HOXA3,homeobox A3,3200,7,n/a,n/a
1104321,ENSG00000197576,3181,HOXA4,homeobox A4,3201,7,n/a,n/a
1090127,ENSG00000106004,3182,HOXA5,homeobox A5,3202,7,n/a,n/a
1090128,ENSG00000106006,3183,HOXA6,homeobox A6,3203,7,n/a,n/a
1092192,ENSG00000122592,3184,HOXA7,homeobox A7,3204,7,n/a,n/a
1088299,ENSG00000078399,3185,HOXA9,homeobox A9,3205,7,n/a,n/a
1091910,ENSG00000120094,3191,HOXB1,homeobox B1,3211,17,n/a,n/a
1097255,ENSG00000159184,10334,HOXB13,homeobox B13,10481,17,n/a,n/a
1100572,ENSG00000173917,3192,HOXB2,homeobox B2,3212,17,n/a,n/a
1091909,ENSG00000120093,3193,HOXB3,homeobox B3,3213,17,n/a,n/a
1102170,ENSG00000182742,3194,HOXB4,homeobox B4,3214,17,n/a,n/a
1091906,ENSG00000120075,3195,HOXB5,homeobox B5,3215,17,n/a,n/a
1090437,ENSG00000108511,3196,HOXB6,homeobox B6,3216,17,n/a,n/a
1091907,ENSG00000120087,3197,HOXB7,homeobox B7,3217,17,n/a,n/a
1091904,ENSG00000120068,3198,HOXB8,homeobox B8,3218,17,n/a,n/a
1099847,ENSG00000170689,3199,HOXB9,homeobox B9,3219,17,n/a,n/a
1101800,ENSG00000180818,3206,HOXC10,homeobox C10,3226,12,n/a,n/a
1092285,ENSG00000123388,3207,HOXC11,homeobox C11,3227,12,n/a,n/a
1092288,ENSG00000123407,3208,HOXC12,homeobox C12,3228,12,n/a,n/a
1092282,ENSG00000123364,3209,HOXC13,homeobox C13,3229,12,n/a,n/a
1104582,ENSG00000198353,3201,HOXC4,homeobox C4,3221,12,n/a,n/a
1100349,ENSG00000172789,3202,HOXC5,homeobox C5,3222,12,n/a,n/a
1104380,ENSG00000197757,3203,HOXC6,homeobox C6,3223,12,n/a,n/a
1087414,ENSG00000037965,3204,HOXC8,homeobox C8,3224,12,n/a,n/a
1101796,ENSG00000180806,3205,HOXC9,homeobox C9,3225,12,n/a,n/a
1092963,ENSG00000128645,3211,HOXD1,homeobox D1,3231,2,n/a,n/a
1092973,ENSG00000128710,3216,HOXD10,homeobox D10,3236,2,n/a,n/a
1092974,ENSG00000128713,3217,HOXD11,homeobox D11,3237,2,n/a,n/a
1099721,ENSG00000170178,3218,HOXD12,homeobox D12,3238,2,n/a,n/a
1092975,ENSG00000128714,3219,HOXD13,homeobox D13,3239,2,n/a,n/a
1092964,ENSG00000128652,3212,HOXD3,homeobox D3,3232,2,n/a,n/a
1099719,ENSG00000170166,3213,HOXD4,homeobox D4,3233,2,n/a,n/a
1100930,ENSG00000175879,3214,HOXD8,homeobox D8,3234,2,n/a,n/a
1092972,ENSG00000128709,3215,HOXD9,homeobox D9,3235,2,n/a,n/a
1088583,ENSG00000086758,9930,HUWE1,"HECT, UBA and WWE domain containing 1",10075,X,n/a,n/a
1090904,ENSG00000112144,22614,ICK,intestinal cell (MAK-like) kinase,22858,6,n/a,n/a
1087014,ENSG00000006652,3455,IFRD1,interferon-related developmental regulator 1,3475,7,n/a,n/a
1106141,ENSG00000214706,7820,IFRD2,interferon-related developmental regulator 2,7866,3,n/a,n/a
1100674,ENSG00000174498,9402,IGDCC3,"immunoglobulin superfamily, DCC subclass, member 3",9543,15,n/a,n/a
1089736,ENSG00000103742,36995,IGDCC4,"immunoglobulin superfamily, DCC subclass, member 4",57722,15,n/a,n/a
1094888,ENSG00000140443,3460,IGF1R,insulin-like growth factor 1 receptor,3480,15,n/a,n/a
1095179,ENSG00000142549,126118,IGLON5,IgLON family member 5,402665,19,n/a,n/a
1096489,ENSG00000152580,94535,IGSF10,"immunoglobulin superfamily, member 10",285313,3,n/a,n/a
1091576,ENSG00000117154,59156,IGSF21,"immunoglobin superfamily, member 21",84966,1,n/a,n/a
1088537,ENSG00000085552,36822,IGSF9,"immunoglobulin superfamily, member 9",57549,1,n/a,n/a
1088389,ENSG00000080854,22752,IGSF9B,"immunoglobulin superfamily, member 9B",22997,11,n/a,n/a
1094315,ENSG00000137070,3565,IL11RA,"interleukin 11 receptor, alpha",3590,9,n/a,n/a
1088428,ENSG00000081985,3570,IL12RB2,"interleukin 12 receptor, beta 2",3595,1,n/a,n/a
1093391,ENSG00000131724,3572,IL13RA1,"interleukin 13 receptor, alpha 1",3597,X,n/a,n/a
1092300,ENSG00000123496,3573,IL13RA2,"interleukin 13 receptor, alpha 2",3598,X,n/a,n/a
1100247,ENSG00000172349,3578,IL16,interleukin 16,3603,15,n/a,n/a
1097720,ENSG00000162594,80772,IL23R,interleukin 23 receptor,149233,1,n/a,n/a
1089910,ENSG00000104998,9326,IL27RA,"interleukin 27 receptor, alpha",9466,19,n/a,n/a
1095863,ENSG00000147168,3536,IL2RG,"interleukin 2 receptor, gamma",3561,X,n/a,n/a
1098325,ENSG00000164509,79557,IL31RA,interleukin 31 receptor A,133396,5,n/a,n/a
1102805,ENSG00000185291,3538,IL3RA,"interleukin 3 receptor, alpha (low affinity)",3563,X,n/a,n/a
1088800,ENSG00000091181,3543,IL5RA,"interleukin 5 receptor, alpha",3568,3,n/a,n/a
1097465,ENSG00000160712,3545,IL6R,interleukin 6 receptor,3570,1,n/a,n/a
